Country,ISO3 Code,Date,Price (EUR/MWhe)_x,YearMonth,Monthly_Avg_Price,Price (EUR/MWhe)_y
Germany,DEU,2015-10-15,39.67,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-16,47.75,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-17,40.29,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-18,37.77,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-19,50.46,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-20,48.35,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-21,41.3,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-22,37.14,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-23,38.29,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-24,32.45,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-25,33.73,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-26,39.37,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-27,40.55,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-28,42.3,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-29,49.68,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-30,43.07,2015-10,39.37,39.36870967741935
Germany,DEU,2015-10-31,35.41,2015-10,39.37,39.36870967741935
Germany,DEU,2015-11-01,31.68,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-02,40.2,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-03,41.61,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-04,42.26,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-05,43.85,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-06,36.61,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-07,27.74,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-08,21.94,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-09,28.42,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-10,29.46,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-11,35.02,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-12,36.65,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-13,31.52,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-14,21.05,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-15,23.85,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-16,30.49,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-17,30.66,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-18,20.99,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-19,25.48,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-20,38.2,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-21,29.6,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-22,25.95,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-23,49.87,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-24,35.01,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-25,41.96,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-26,51.18,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-27,36.52,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-28,26.74,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-29,11.23,2015-11,32.38,32.38133333333334
Germany,DEU,2015-11-30,25.7,2015-11,32.38,32.38133333333334
Germany,DEU,2015-12-01,35.85,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-02,36.59,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-03,42.34,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-04,30.43,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-05,23.4,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-06,18.03,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-07,40.64,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-08,34.67,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-09,34.82,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-10,29.31,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-11,26.36,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-12,25.59,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-13,27.87,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-14,41.8,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-15,42.74,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-16,36.65,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-17,32.59,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-18,32.54,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-19,26.64,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-20,17.38,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-21,23.36,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-22,18.23,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-23,20.17,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-24,16.19,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-25,13.66,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-26,6.88,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-27,16.18,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-28,30.47,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-29,31.21,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-30,26.43,2015-12,27.79,27.786129032258064
Germany,DEU,2015-12-31,22.35,2015-12,27.79,27.786129032258064
Germany,DEU,2016-01-01,24.88,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-02,17.5,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-03,14.43,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-04,27.94,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-05,33.46,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-06,33.6,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-07,32.8,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-08,27.55,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-09,28.46,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-10,20.83,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-11,33.6,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-12,29.42,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-13,29.3,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-14,33.61,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-15,35.51,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-16,28.06,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-17,27.7,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-18,39.2,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-19,47.96,2016-01,29.03,29.0258064516129
Germany,DEU,2016-01-20,48.88,2016-01,29.03,29.0258064516129
